Date,Chain,Postcode,Category,Total Units,Sale Price,Cost Price
5/1/17,Ready Wear,6530,Mens,169,8.38,4.01
5/1/17,Bellings,6112,Juniors,229,6.77,3.55
5/1/17,Ready Wear,2480,Shoes,41,41.97,23.93
5/1/17,Ready Wear,800,Kids,29,2.79,1.88
5/1/17,Ready Wear,2067,Kids,217,6.62,3.19
5/1/17,Ready Wear,800,Kids,277,3.83,2.31
5/1/17,Ready Wear,800,Kids,152,6.88,3.22
5/1/17,Bellings,2485,Shoes,106,17.72,10.7
5/1/17,Ready Wear,2830,Groceries,1750,1.49,1.06
5/1/17,Ready Wear,2350,Home,426,5.17,3.42
5/1/17,Ready Wear,6530,Home,471,4.22,2.63
5/1/17,Ready Wear,800,Kids,1074,4.43,2.63
5/1/17,Ready Wear,2541,Home,580,3.64,2.35
5/1/17,Bellings,4802,Shoes,234,6.29,3.08
5/1/17,Ready Wear,800,Juniors,49,3.1,4.49
5/1/17,Ready Wear,800,Juniors,1,7,8
5/1/17,Bellings,3280,Shoes,112,14.32,7.58
5/1/17,Ready Wear,6530,Accessories,308,4.31,1.86
5/1/17,Ready Wear,6280,Home,572,3.99,2.67
5/1/17,Ready Wear,800,Juniors,7,2.99,1.5
5/1/17,Ready Wear,800,Juniors,39,7.93,2.75
5/1/17,Ready Wear,6280,Juniors,326,5.02,2.7
5/1/17,Ready Wear,2020,Shoes,300,4.65,2.13
5/1/17,Ready Wear,800,Juniors,224,5.4,3.03
5/1/17,Ready Wear,800,Juniors,518,7.63,4.06
5/1/17,Ready Wear,800,Shoes,28,2.99,1.5
5/1/17,Ready Wear,800,Shoes,87,20.35,13.63
5/1/17,Ready Wear,3199,Intimate,428,3.92,2.15
5/1/17,Bellings,6027,Juniors,286,6.36,3.71
5/1/17,Ready Wear,800,Shoes,248,6.42,3.59
5/1/17,Ready Wear,800,Shoes,91,31.37,19.46
5/1/17,Bellings,2064,Juniors,239,6.72,3.54
5/1/17,Ready Wear,4215,Kids,759,3.88,2.88
5/1/17,Ready Wear,2800,Kids,218,7.19,3.7
5/1/17,Ready Wear,3076,Shoes,305,5.08,2.58
5/1/17,Ready Wear,2617,Home,1325,1.38,0.8
5/1/17,Ready Wear,3018,Accessories,363,3.54,1.44
5/1/17,Ready Wear,6280,Mens,275,5.15,2.37
5/1/17,Ready Wear,2800,Intimate,342,4.58,2.35
5/1/17,Ready Wear,3076,Shoes,54,39.79,25.63
5/1/17,Ready Wear,4053,Shoes,341,5.27,3.03
5/1/17,Ready Wear,3018,Home,509,4.35,2.85
5/1/17,Ready Wear,800,Intimate,2,2.5,2
5/1/17,Ready Wear,800,Intimate,63,0.99,0.42
5/1/17,Ready Wear,800,Intimate,74,2.97,0.25
5/1/17,Ready Wear,2350,Accessories,310,4.86,2.38
5/1/17,Ready Wear,3148,Womens,261,7.93,4.99
5/1/17,Ready Wear,4053,Kids,506,4.11,2.59
5/1/17,Bellings,7010,Juniors,236,7.17,3.9
5/1/17,Ready Wear,800,Intimate,573,4.4,2.37
5/1/17,Ready Wear,800,Hosiery,29,0.26,0.87
5/1/17,Ready Wear,800,Hosiery,4,1.49,0.75
5/1/17,Bellings,2478,Accessories,262,4.8,1.84
5/1/17,Ready Wear,2350,Accessories,257,5.26,2.25
5/1/17,Ready Wear,2650,Groceries,1259,2.02,1.4
5/1/17,Ready Wear,2031,Home,548,4.08,2.67
5/1/17,Ready Wear,800,Hosiery,1,5.99,3
5/1/17,Bellings,2539,Mens,312,6.45,3.96
5/1/17,Ready Wear,3066,Juniors,282,6.01,3.26
5/1/17,Ready Wear,4558,Home,687,3.2,2.07
5/1/17,Ready Wear,3551,Groceries,1542,1.79,1.29
5/1/17,Ready Wear,800,Hosiery,7,7.99,3.9
5/1/17,Ready Wear,2541,Shoes,54,36.75,22.34
5/1/17,Bellings,4012,Juniors,254,6.68,3.62
5/1/17,Ready Wear,3551,Home,410,5.28,3.38
5/1/17,Ready Wear,800,Hosiery,90,3.53,2.68
5/1/17,Bellings,5011,Juniors,248,6.29,3.14
5/1/17,Bellings,4012,Mens,308,5.89,3.35
5/1/17,Bellings,4655,Mens,392,4.36,2.37
5/1/17,Ready Wear,800,Accessories,4,2,1.89
5/1/17,Ready Wear,800,Accessories,1,0.99,0.5
5/1/17,Ready Wear,2830,Accessories,306,4.45,1.88
5/1/17,Ready Wear,3175,Shoes,282,5.65,2.86
5/1/17,Ready Wear,2541,Womens,207,8.31,4.5
5/1/17,Ready Wear,3076,Shoes,139,15.18,9.5
5/1/17,Ready Wear,2800,Groceries,1498,1.8,1.27
5/1/17,Ready Wear,2617,Home,276,7.91,5.03
5/1/17,Ready Wear,800,Accessories,2,7.99,0.5
5/1/17,Ready Wear,2541,Home,394,5.01,2.99
5/1/17,Ready Wear,2800,Womens,222,8.1,4.52
5/1/17,Bellings,5043,Shoes,243,6.04,2.76
5/1/17,Bellings,4700,Juniors,259,6.56,3.48
5/1/17,Ready Wear,3551,Juniors,264,7.23,4.21
5/1/17,Bellings,4870,Shoes,231,6.9,3.44
5/1/17,Ready Wear,4053,Juniors,313,5.52,2.97
5/1/17,Ready Wear,4215,Juniors,301,5.37,2.71
5/1/17,Ready Wear,6530,Womens,188,9.82,5.54
5/1/17,Ready Wear,4551,Home,644,3.55,2.3
5/1/17,Ready Wear,2154,Mens,148,9.44,4
5/1/17,Bellings,2750,Mens,240,7.43,4.07
5/1/17,Bellings,3136,Juniors,277,5.98,3.07
5/1/17,Bellings,5343,Mens,274,6.72,3.78
5/1/17,Ready Wear,800,Accessories,21,2,0.5
5/1/17,Ready Wear,4558,Home,366,6.13,3.92
5/1/17,Bellings,6021,Shoes,292,5.01,2.23
5/1/17,Bellings,5011,Mens,254,7.05,3.85
5/1/17,Ready Wear,2067,Groceries,1792,1.62,1.17
5/1/17,Ready Wear,3076,Kids,801,3.8,2.78
5/1/17,Ready Wear,3551,Accessories,318,4.44,1.87
5/1/17,Ready Wear,800,Accessories,257,4.7,2.84
5/1/17,Ready Wear,2830,Shoes,335,4.75,2.3
5/1/17,Ready Wear,2020,Womens,279,6.89,3.95
5/1/17,Ready Wear,2020,Groceries,1147,2.32,1.6
5/1/17,Ready Wear,3076,Home,690,3.39,2.19
5/1/17,Ready Wear,6280,Hosiery,415,4.1,2.11
5/1/17,Ready Wear,4215,Shoes,63,36.88,23.73
5/1/17,Ready Wear,800,Accessories,273,4.16,2.01
5/1/17,Ready Wear,3018,Accessories,263,7.15,4
5/1/17,Ready Wear,4053,Shoes,169,11.5,6.59
5/1/17,Ready Wear,800,Home,27,9.15,5.52
5/1/17,Ready Wear,3148,Groceries,1639,1.65,1.14
5/1/17,Ready Wear,3551,Mens,225,7.47,3.78
5/1/17,Bellings,4655,Juniors,232,7.4,3.82
5/1/17,Bellings,4740,Mens,357,6.06,3.73
5/1/17,Bellings,3131,Mens,267,7.59,4.47
5/1/17,Ready Wear,800,Home,239,4.85,3.61
5/1/17,Ready Wear,800,Home,744,4.65,2.95
5/1/17,Ready Wear,800,Home,3012,1.11,0.66
5/1/17,Bellings,6030,Shoes,254,6.1,2.81
5/1/17,Bellings,2158,Accessories,331,4.51,1.98
5/1/17,Ready Wear,800,Groceries,35,1.7,1.13
5/1/17,Bellings,2120,Juniors,282,6.28,3.31
5/1/17,Bellings,5169,Mens,310,6.34,3.63
5/1/17,Bellings,4802,Shoes,110,16.86,9.23
5/1/17,Ready Wear,2795,Juniors,334,5.96,3.45
5/1/17,Bellings,4740,Juniors,147,9.73,4.02
5/1/17,Bellings,2790,Juniors,248,6.84,3.45
5/1/17,Ready Wear,800,Groceries,160,0.49,0.29
5/1/17,Ready Wear,3199,Shoes,265,6.16,2.98
5/1/17,Bellings,4703,Mens,242,7.53,4.05
5/1/17,Ready Wear,4119,Accessories,275,7.66,4.59
5/1/17,Ready Wear,2830,Home,578,4.75,3.29
5/1/17,Ready Wear,800,Groceries,195,1.61,1.05
5/1/17,Bellings,6052,Shoes,272,5.67,2.57
5/1/17,Bellings,4802,Juniors,272,6.61,3.5
5/1/17,Ready Wear,800,Groceries,362,2.42,1.86
5/1/17,Ready Wear,3353,Kids,284,6,3.02
5/1/17,Bellings,5082,Juniors,288,6.85,3.91
5/1/17,Bellings,2478,Shoes,37,49.85,26.89
5/1/17,Bellings,4883,Juniors,306,6.06,3.28
5/1/17,Ready Wear,800,Groceries,1530,2.05,1.49
5/1/17,Ready Wear,2560,Groceries,1700,1.83,1.33
5/1/17,Ready Wear,3550,Mens,294,5.65,2.75
5/1/17,Bellings,6112,Mens,230,7.81,4.09
5/1/17,Ready Wear,4558,Accessories,224,8.17,4.35
5/1/17,Bellings,7320,Juniors,254,7.28,3.9
5/1/17,Bellings,4700,Mens,343,6.59,4.08
5/1/17,Ready Wear,2480,Kids,655,4.04,2.73
5/1/17,Ready Wear,3175,Juniors,301,6.55,3.69
5/1/17,Ready Wear,4558,Hosiery,487,3.7,1.93
5/1/17,Ready Wear,3550,Home,644,3.95,2.61
5/1/17,Ready Wear,2015,Womens,167,10.73,5.55
5/1/17,Ready Wear,4551,Juniors,356,5.01,2.58
5/1/17,Ready Wear,6330,Groceries,2040,1.41,0.98
5/1/17,Ready Wear,2067,Womens,183,9.81,5.07
5/1/17,Bellings,2478,Accessories,219,8.28,4.31
5/1/17,Ready Wear,3353,Juniors,340,6.04,3.48
5/1/17,Bellings,4655,Shoes,256,6.21,2.78
5/1/17,Ready Wear,2541,Shoes,230,7.76,3.94
5/1/17,Ready Wear,2101,Home,746,3.39,2.21
5/1/17,Bellings,2539,Juniors,295,6.86,3.88
5/1/17,Bellings,4570,Shoes,130,15.15,8.38
5/1/17,Bellings,6109,Mens,323,6.54,3.81
5/1/17,Ready Wear,2480,Kids,224,8.08,4.13
5/1/17,Ready Wear,2800,Juniors,359,5.41,2.95
5/1/17,Bellings,7320,Mens,280,6.52,3.36
5/1/17,Ready Wear,2480,Home,686,3.54,2.25
5/1/17,Ready Wear,2116,Shoes,74,26.42,14.44
5/1/17,Ready Wear,3550,Shoes,61,36.43,21.81
5/1/17,Ready Wear,6530,Kids,258,6.55,3.09
5/1/17,Ready Wear,2154,Kids,297,6.39,3.38
5/1/17,Ready Wear,6280,Shoes,330,5.3,2.59
5/1/17,Ready Wear,2154,Home,586,4.17,2.64
5/1/17,Ready Wear,6530,Womens,325,7.06,4.3
5/1/17,Bellings,3030,Mens,267,6.92,3.56
5/1/17,Ready Wear,4068,Juniors,343,6.15,3.53
5/1/17,Ready Wear,3148,Kids,276,6.97,3.71
5/1/17,Ready Wear,3076,Home,466,5.31,3.38
5/1/17,Ready Wear,2541,Groceries,1707,1.72,1.19
5/1/17,Bellings,4703,Juniors,280,6.35,3.12
5/1/17,Bellings,2485,Shoes,278,5.84,2.58
5/1/17,Ready Wear,2015,Home,830,3.29,2.2
5/1/17,Ready Wear,2560,Accessories,298,8.42,5.36
5/1/17,Ready Wear,2650,Accessories,337,4.69,1.98
5/1/17,Ready Wear,6530,Home,790,3.14,1.98
5/1/17,Ready Wear,2795,Shoes,76,32.96,20.85
5/1/17,Ready Wear,2116,Shoes,257,6.21,2.62
5/1/17,Ready Wear,4068,Home,402,6.4,4.1
5/1/17,Ready Wear,3353,Accessories,360,4.44,1.86
5/1/17,Bellings,2158,Shoes,155,13.66,7.65
5/1/17,Ready Wear,4215,Home,515,5.1,3.28
5/1/17,Ready Wear,4068,Shoes,305,5.88,2.8
5/1/17,Ready Wear,2067,Home,601,4.38,2.82
5/1/17,Ready Wear,4509,Womens,278,7.37,3.97
5/1/17,Ready Wear,3175,Kids,812,3.6,2.43
5/1/17,Ready Wear,4509,Shoes,272,7.01,3.53
5/1/17,Ready Wear,3018,Intimate,462,4.25,2.2
5/1/17,Ready Wear,4119,Home,574,5.04,3.39
5/1/17,Bellings,2064,Shoes,142,15.14,8.45
5/1/17,Ready Wear,2067,Accessories,220,10.28,5.96
5/1/17,Ready Wear,2015,Groceries,2790,1.31,0.97
5/1/17,Bellings,5082,Shoes,159,12.73,6.75
5/1/17,Bellings,3280,Mens,453,5.53,3.43
5/1/17,Bellings,2131,Juniors,480,5.99,4.01
5/1/17,Ready Wear,4509,Juniors,304,6.6,3.46
5/1/17,Ready Wear,2800,Home,524,5.57,3.75
5/1/17,Ready Wear,4068,Home,969,3.03,2.04
5/1/17,Ready Wear,2830,Home,713,3.78,2.43
5/1/17,Ready Wear,2560,Accessories,439,4.06,1.87
5/1/17,Ready Wear,4509,Kids,688,3.87,2.47
5/1/17,Ready Wear,3018,Shoes,139,14.62,7.69
5/1/17,Bellings,4870,Mens,279,7.93,4.46
5/1/17,Ready Wear,4053,Intimate,431,4.76,2.51
5/1/17,Ready Wear,2795,Shoes,233,9.44,5.27
5/1/17,Ready Wear,3353,Shoes,330,5.97,3.02
5/1/17,Ready Wear,2020,Accessories,392,4.64,2.15
5/1/17,Ready Wear,2116,Mens,538,5.01,3.19
5/1/17,Bellings,5169,Juniors,274,7.23,3.66
5/1/17,Ready Wear,2031,Shoes,121,19.05,10.93
5/1/17,Bellings,2539,Mens,309,7.67,4.48
5/1/17,Ready Wear,2020,Kids,655,4.27,2.76
5/1/17,Bellings,3690,Mens,288,7.4,3.96
5/1/17,Bellings,5290,Mens,302,7.28,3.99
5/1/17,Ready Wear,2101,Kids,298,6.58,3.23
5/1/17,Ready Wear,4068,Intimate,558,4.47,2.68
5/1/17,Bellings,2120,Shoes,298,5.85,2.49
5/1/17,Ready Wear,6330,Home,955,3.17,2.12
5/1/17,Ready Wear,2154,Accessories,235,9.54,5.25
5/1/17,Bellings,2790,Mens,312,7.86,4.62
5/1/17,Ready Wear,2154,Juniors,289,7.09,3.59
5/1/17,Ready Wear,4119,Intimate,461,4.89,2.69
5/1/17,Ready Wear,4509,Hosiery,500,3.95,1.92
5/1/17,Ready Wear,2015,Home,444,6.31,4.02
5/1/17,Ready Wear,3076,Juniors,329,6.71,3.62
5/1/17,Bellings,3136,Mens,298,7.94,4.52
5/1/17,Ready Wear,2800,Mens,421,5.77,3.34
5/1/17,Ready Wear,4509,Intimate,534,4.36,2.44
5/1/17,Bellings,6021,Mens,233,8.58,4.17
5/1/17,Ready Wear,2020,Shoes,137,16.52,9.01
5/1/17,Ready Wear,2067,Home,760,3.66,2.3
5/1/17,Ready Wear,3018,Shoes,385,5.14,2.46
5/1/17,Bellings,7250,Juniors,344,6.28,3.27
5/1/17,Ready Wear,4119,Groceries,2151,1.76,1.28
5/1/17,Ready Wear,2101,Juniors,424,5.95,3.5
5/1/17,Ready Wear,2116,Intimate,474,4.74,2.54
5/1/17,Bellings,3429,Mens,363,7,4.12
5/1/17,Ready Wear,3550,Groceries,2898,1.21,0.85
5/1/17,Bellings,3500,Juniors,285,7.26,3.57
5/1/17,Ready Wear,2795,Groceries,2132,1.65,1.16
5/1/17,Ready Wear,2015,Kids,782,3.74,2.39
5/1/17,Ready Wear,3175,Intimate,511,4.8,2.73
5/1/17,Ready Wear,2031,Shoes,420,5.32,2.79
5/1/17,Ready Wear,3018,Juniors,389,5.51,2.77
5/1/17,Ready Wear,3148,Home,787,3.61,2.25
5/1/17,Ready Wear,3199,Kids,737,3.91,2.46
5/1/17,Ready Wear,2650,Intimate,493,5.09,2.92
5/1/17,Ready Wear,2350,Home,945,3.25,2.11
5/1/17,Ready Wear,3353,Intimate,485,4.89,2.67
5/1/17,Bellings,3280,Shoes,376,5.15,2.29
5/1/17,Bellings,6027,Mens,368,7.65,4.73
5/1/17,Ready Wear,2650,Juniors,393,6.19,3.45
5/1/17,Ready Wear,2795,Accessories,411,5.35,2.73
5/1/17,Ready Wear,6530,Shoes,393,5.2,2.46
5/1/17,Ready Wear,3066,Accessories,353,5.83,2.77
5/1/17,Bellings,7018,Mens,320,7.81,4.44
5/1/17,Ready Wear,3550,Mens,572,4.61,2.72
5/1/17,Ready Wear,2350,Intimate,507,4.61,2.47
5/1/17,Bellings,4883,Shoes,305,6.49,2.93
5/1/17,Ready Wear,2116,Juniors,441,5.1,2.63
5/1/17,Ready Wear,4558,Mens,421,7.42,4.83
5/1/17,Ready Wear,3175,Home,937,3.43,2.27
5/1/17,Ready Wear,4509,Home,373,7.54,4.62
5/1/17,Ready Wear,6330,Kids,280,7.44,3.54
5/1/17,Bellings,6725,Mens,303,7.79,4.18
5/1/17,Ready Wear,2830,Mens,317,6.32,2.86
5/1/17,Ready Wear,2480,Juniors,329,7.17,3.84
5/1/17,Ready Wear,3353,Home,859,3.55,2.27
5/1/17,Bellings,2158,Juniors,344,6.51,3.31
5/1/17,Ready Wear,2020,Intimate,494,4.81,2.58
5/1/17,Bellings,2064,Mens,318,6.77,3.31
5/1/17,Ready Wear,3550,Accessories,538,3.73,1.68
5/1/17,Bellings,2750,Juniors,353,6.66,3.53
5/1/17,Ready Wear,4119,Shoes,387,5.97,3.11
5/1/17,Ready Wear,3066,Home,763,3.82,2.37
5/1/17,Ready Wear,3550,Mens,417,7.02,4.36
5/1/17,Ready Wear,2830,Intimate,410,6.05,3.34
5/1/17,Ready Wear,2031,Kids,887,4.05,2.79
5/1/17,Ready Wear,3148,Shoes,90,36.88,24.44
5/1/17,Bellings,2158,Shoes,62,41.57,23.5
5/1/17,Ready Wear,3076,Intimate,516,4.6,2.42
5/1/17,Ready Wear,4551,Groceries,2832,1.48,1.08
5/1/17,Ready Wear,4053,Groceries,1960,1.96,1.39
5/1/17,Ready Wear,2560,Shoes,80,39.54,25.44
5/1/17,Ready Wear,2830,Kids,906,3.95,2.7
5/1/17,Ready Wear,2031,Mens,428,5.55,2.91
5/1/17,Ready Wear,2031,Intimate,571,4.12,2.14
5/1/17,Bellings,2478,Shoes,370,5.64,2.57
5/1/17,Bellings,2750,Shoes,406,5.52,2.72
5/1/17,Bellings,6052,Mens,337,6.76,3.38
5/1/17,Ready Wear,3551,Shoes,402,5.17,2.33
5/1/17,Bellings,7010,Mens,370,7.63,4.54
5/1/17,Ready Wear,3550,Shoes,483,4.64,2.27
5/1/17,Ready Wear,2560,Home,747,4.2,2.67
5/1/17,Ready Wear,2031,Accessories,384,5.04,2.05
5/1/17,Ready Wear,4551,Accessories,486,4.08,1.71
5/1/17,Bellings,2478,Juniors,377,6.76,3.69
5/1/17,Ready Wear,4068,Mens,505,6.69,4.38
5/1/17,Ready Wear,4119,Kids,712,4.3,2.66
5/1/17,Ready Wear,4053,Home,558,6.21,4.11
5/1/17,Ready Wear,2154,Womens,305,8.02,4.18
5/1/17,Ready Wear,3551,Kids,737,4.46,2.87
5/1/17,Ready Wear,2154,Kids,713,4.56,2.91
5/1/17,Bellings,2064,Juniors,382,6.46,3.37
5/1/17,Ready Wear,4053,Womens,333,7.58,4.04
5/1/17,Ready Wear,4053,Mens,406,6.88,3.97
5/1/17,Ready Wear,2795,Home,908,3.49,2.19
5/1/17,Ready Wear,2650,Home,1282,2.47,1.55
5/1/17,Ready Wear,3550,Intimate,556,4.55,2.42
5/1/17,Ready Wear,3148,Shoes,138,18.84,10.22
5/1/17,Ready Wear,4551,Shoes,399,5.74,2.74
5/1/17,Ready Wear,2480,Shoes,306,7.67,3.76
5/1/17,Ready Wear,4119,Juniors,430,5.87,3.08
5/1/17,Ready Wear,4558,Shoes,79,35.67,20.48
5/1/17,Ready Wear,2101,Shoes,83,35.54,21.05
5/1/17,Ready Wear,2101,Mens,374,7.41,4.18
5/1/17,Ready Wear,2650,Mens,373,6.61,3.37
5/1/17,Ready Wear,6280,Mens,476,5.73,3.19
5/1/17,Ready Wear,3066,Mens,521,5.8,3.47
5/1/17,Ready Wear,4215,Intimate,533,4.75,2.47
5/1/17,Ready Wear,3066,Intimate,559,4.69,2.51
5/1/17,Bellings,5168,Mens,438,6.68,3.88
5/1/17,Ready Wear,4551,Intimate,537,4.76,2.47
5/1/17,Ready Wear,2154,Accessories,501,4.3,1.82
5/1/17,Ready Wear,3175,Accessories,606,4.6,2.55
5/1/17,Ready Wear,2541,Home,415,7.74,4.74
5/1/17,Bellings,2790,Juniors,344,7.48,3.85
5/1/17,Ready Wear,4215,Womens,315,8.46,4.49
5/1/17,Ready Wear,2350,Shoes,104,30.25,18.21
5/1/17,Ready Wear,3148,Juniors,379,6.82,3.51
5/1/17,Ready Wear,3551,Intimate,523,5.07,2.67
5/1/17,Ready Wear,2480,Intimate,649,4.16,2.22
5/1/17,Ready Wear,6280,Kids,841,4.09,2.59
5/1/17,Ready Wear,2541,Intimate,639,4.08,2.1
5/1/17,Ready Wear,2350,Shoes,222,12.4,6.7
5/1/17,Bellings,3915,Mens,320,8.22,4.26
5/1/17,Ready Wear,2541,Juniors,309,7.94,3.84
5/1/17,Ready Wear,2067,Accessories,609,4.02,1.94
5/1/17,Ready Wear,2031,Home,615,5.56,3.49
5/1/17,Bellings,3931,Mens,294,9.29,4.96
5/1/17,Ready Wear,2116,Womens,304,8.86,4.67
5/1/17,Bellings,2609,Mens,415,6.74,3.67
5/1/17,Ready Wear,4068,Shoes,250,11.62,6.51
5/1/17,Ready Wear,4509,Groceries,1749,1.79,1.06
5/1/17,Ready Wear,4509,Accessories,484,4.66,2
5/1/17,Ready Wear,2067,Home,568,5.95,3.69
5/1/17,Ready Wear,2015,Juniors,333,8.18,4.32
5/1/17,Ready Wear,3353,Shoes,84,38.87,23.56
5/1/17,Ready Wear,2101,Hosiery,610,4.08,1.97
5/1/17,Bellings,2485,Mens,412,7.04,3.91
5/1/17,Ready Wear,3066,Womens,336,8.67,4.83
5/1/17,Bellings,2120,Mens,500,6.4,3.82
5/1/17,Bellings,3690,Juniors,333,8.25,4.37
5/1/17,Ready Wear,3066,Shoes,126,29.66,19.39
5/1/17,Ready Wear,4215,Accessories,674,3.15,1.23
5/1/17,Bellings,6450,Juniors,389,7.36,4.02
5/1/17,Ready Wear,2800,Kids,628,4.66,2.59
5/1/17,Ready Wear,4558,Shoes,432,5.28,2.26
5/1/17,Ready Wear,2800,Shoes,426,6.22,3.15
5/1/17,Ready Wear,3018,Groceries,2667,1.66,1.17
5/1/17,Ready Wear,3353,Mens,516,6.1,3.56
5/1/17,Ready Wear,3175,Home,793,4.66,3.01
5/1/17,Ready Wear,2154,Home,853,4.13,2.59
5/1/17,Ready Wear,3018,Kids,697,4.58,2.69
5/1/17,Ready Wear,3076,Juniors,417,6.47,3.3
5/1/17,Ready Wear,3353,Home,698,5.6,3.71
5/1/17,Ready Wear,2560,Womens,341,8.6,4.72
5/1/17,Bellings,5169,Juniors,178,11.84,4.39
5/1/17,Ready Wear,4053,Mens,470,7.24,4.41
5/1/17,Ready Wear,2116,Shoes,156,17.76,9.24
5/1/17,Bellings,2750,Mens,371,8.18,4.59
5/1/17,Ready Wear,6280,Accessories,548,4.42,1.94
5/1/17,Ready Wear,3550,Kids,890,4.36,2.83
5/1/17,Ready Wear,2795,Home,981,4.37,2.98
5/1/17,Ready Wear,6530,Home,641,5.64,3.52
5/1/17,Ready Wear,2480,Home,611,6.14,3.91
5/1/17,Ready Wear,4551,Womens,336,8.53,4.47
5/1/17,Ready Wear,2020,Mens,541,5.85,3.31
5/1/17,Ready Wear,3550,Womens,385,8.08,4.49
5/1/17,Ready Wear,2116,Home,598,6.42,4.11
5/1/17,Ready Wear,3066,Shoes,151,22.29,13.13
5/1/17,Ready Wear,2101,Shoes,258,14.06,8.68
5/1/17,Ready Wear,2101,Home,630,6.36,4.15
5/1/17,Ready Wear,3018,Mens,368,8.73,4.94
5/1/17,Ready Wear,2795,Accessories,485,4.92,2.05
5/1/17,Ready Wear,2101,Intimate,815,3.73,2.01
5/1/17,Ready Wear,2015,Mens,382,7,3.33
5/1/17,Ready Wear,2031,Womens,320,8.63,4.24
5/1/17,Bellings,2478,Shoes,136,20.89,10.5
5/1/17,Ready Wear,3175,Shoes,268,12.82,7.54
5/1/17,Bellings,4220,Mens,389,8.18,4.54
5/1/17,Ready Wear,6330,Mens,440,7.34,4.12
5/1/17,Bellings,6010,Mens,414,7.77,4.34
5/1/17,Ready Wear,2020,Juniors,467,6.3,3.26
5/1/17,Ready Wear,2650,Womens,389,8.05,4.39
5/1/17,Ready Wear,2795,Mens,503,5.9,3.07
5/1/17,Ready Wear,4053,Home,3425,1.07,0.65
5/1/17,Ready Wear,2560,Kids,397,7.3,3.67
5/1/17,Ready Wear,3148,Kids,932,4.26,2.71
5/1/17,Ready Wear,3199,Mens,487,6.4,3.43
5/1/17,Ready Wear,2101,Shoes,388,6.78,3.05
5/1/17,Ready Wear,3199,Juniors,501,6.88,3.99
5/1/17,Ready Wear,2650,Home,664,6.03,3.81
5/1/17,Ready Wear,6530,Shoes,77,44.56,25.41
5/1/17,Ready Wear,4558,Juniors,559,5.56,2.92
5/1/17,Bellings,4802,Mens,387,8.93,5.12
5/1/17,Bellings,2141,Mens,353,9.1,4.92
5/1/17,Ready Wear,4558,Groceries,3104,1.61,1.13
5/1/17,Ready Wear,2350,Home,1044,3.98,2.56
5/1/17,Ready Wear,2116,Mens,406,8.18,4.53
5/1/17,Ready Wear,4558,Shoes,266,12.23,6.66
5/1/17,Ready Wear,2101,Accessories,597,4.48,1.99
5/1/17,Ready Wear,2795,Shoes,467,5.99,2.8
5/1/17,Ready Wear,4068,Kids,1039,4.15,2.72
5/1/17,Ready Wear,6280,Intimate,588,5.05,2.51
5/1/17,Ready Wear,6280,Mens,383,8.29,4.38
5/1/17,Ready Wear,6330,Juniors,445,6.86,3.48
5/1/17,Ready Wear,6530,Mens,531,5.68,2.85
5/1/17,Ready Wear,4558,Womens,402,8.29,4.54
5/1/17,Ready Wear,2067,Juniors,390,7.58,3.72
5/1/17,Ready Wear,4551,Kids,1053,4.19,2.76
5/1/17,Ready Wear,6330,Intimate,564,5.57,2.89
5/1/17,Ready Wear,2560,Home,870,4.42,2.68
5/1/17,Ready Wear,2020,Mens,416,7.7,4.05
5/1/17,Ready Wear,2830,Juniors,486,6.67,3.54
5/1/17,Ready Wear,3076,Mens,660,5.18,2.86
5/1/17,Ready Wear,4068,Groceries,2929,1.81,1.29
5/1/17,Ready Wear,2031,Mens,450,7.19,3.78
5/1/17,Bellings,4700,Mens,402,8.23,4.41
5/1/17,Ready Wear,4558,Intimate,634,5.09,2.66
5/1/17,Ready Wear,3066,Home,696,4.92,2.71
5/1/17,Ready Wear,4215,Mens,662,4.85,2.52
5/1/17,Ready Wear,3018,Mens,749,4.48,2.41
5/1/17,Bellings,3280,Juniors,613,5.99,3.46
5/1/17,Ready Wear,2560,Juniors,474,6.49,3.22
5/1/17,Ready Wear,2015,Intimate,645,4.97,2.56
5/1/17,Ready Wear,2067,Womens,487,6.71,3.52
5/1/17,Ready Wear,3353,Kids,1097,4.03,2.61
5/1/17,Ready Wear,3148,Shoes,495,5.72,2.57
5/1/17,Ready Wear,3175,Juniors,568,5.96,3.2
5/1/17,Ready Wear,6330,Womens,420,8.05,4.31
5/1/17,Ready Wear,3353,Juniors,529,6.28,3.3
5/1/17,Ready Wear,4509,Mens,450,8.09,4.59
5/1/17,Ready Wear,6530,Kids,1236,3.92,2.64
5/1/17,Ready Wear,2015,Juniors,456,7.53,4.06
5/1/17,Ready Wear,4068,Home,921,4.67,2.94
5/1/17,Ready Wear,3076,Accessories,758,3.66,1.55
5/1/17,Ready Wear,2067,Kids,1057,4.08,2.56
5/1/17,Ready Wear,6530,Juniors,486,7.31,3.99
5/1/17,Ready Wear,2800,Home,3860,1.05,0.63
5/1/17,Ready Wear,3018,Home,626,7.39,4.8
5/1/17,Ready Wear,2830,Mens,538,6.51,3.49
5/1/17,Ready Wear,3353,Shoes,195,18.06,9.73
5/1/17,Ready Wear,3353,Womens,414,8.23,4.3
5/1/17,Ready Wear,4053,Juniors,481,7.42,4.03
5/1/17,Ready Wear,2154,Home,589,7.23,4.46
5/1/17,Ready Wear,4119,Shoes,263,14.07,7.87
